137.82,42.72,1
137.89,43.20,1
137.70,43.65,1
137.24,44.10,1
136.78,44.55,1
136.31,45.01,1
135.84,45.46,1
135.37,45.93,1
134.86,46.04,1
134.36,46.20,1
133.88,46.37,1
133.26,46.48,1
132.79,46.50,1
132.33,46.41,1
131.81,46.52,1
131.32,46.44,1
130.81,46.59,1
130.20,46.50,1
129.54,46.56,1
128.87,46.63,1
128.28,46.61,1
127.81,46.61,1
127.26,46.42,1
126.72,46.22,1
126.25,46.08,1
125.70,45.88,1
125.24,45.49,1
124.76,45.11,1
124.29,44.92,1
124.02,44.46,0
123.86,43.84,0
123.69,43.23,0
123.52,42.62,0
123.34,42.01,0
123.15,41.41,0
122.96,40.80,0
122.76,40.20,0
122.55,39.60,0
122.34,39.00,0
122.12,38.40,0
121.89,37.80,0
121.66,37.21,0
121.42,36.61,0
121.18,36.02,0
120.93,35.43,0
120.81,35.77,1
120.30,35.60,1
120.42,35.09,1
120.80,34.52,1
120.98,33.92,1
121.34,33.36,1
121.82,32.96,1
122.17,32.40,1
122.65,32.03,1
123.19,31.90,1
123.83,31.77,1
124.37,31.67,1
124.82,31.50,1
125.41,31.69,1
125.92,31.82,1
126.42,31.95,1
126.98,32.34,1
127.54,32.75,1
127.93,33.25,1
128.41,33.71,1
128.87,34.17,1
129.37,34.33,1
129.91,34.75,1
130.46,35.18,1
130.97,35.62,1
131.36,36.14,1
131.90,36.58,1
132.43,37.02,1
132.96,37.47,1
133.48,37.93,1
134.00,38.39,1
134.35,38.93,1
134.52,39.47,1
134.93,39.94,1
135.26,40.49,1
135.64,41.01,1
136.08,41.51,1
136.58,41.99,1
137.07,42.47,1
137.62,42.78,1
138.11,43.27,1
138.66,43.58,1
139.17,44.03,1
139.71,44.43,1
140.26,44.76,1
140.81,45.10,1
141.33,45.48,1
141.89,45.80,1
142.44,46.14,1
142.90,46.40,1
143.37,46.68,1
143.91,46.95,1
144.45,47.15,1
145.09,47.32,1
145.62,47.47,1
146.09,47.51,1
146.56,47.65,1
147.05,47.57,1
147.67,47.57,1
148.20,47.30,1
148.73,47.07,1
149.19,46.69,1
148.87,46.21,1
148.28,46.01,1
147.60,45.86,1
146.98,45.60,1
146.42,45.23,1
145.80,44.97,1
145.24,44.61,1
144.68,44.25,1
144.12,43.88,1
143.63,43.33,1
143.07,42.97,1
142.65,42.42,1
142.27,41.85,1
141.76,41.32,1
141.26,40.80,1
140.75,40.27,1
140.41,39.70,1
139.89,39.18,1
139.55,38.60,1
139.02,38.09,1
138.49,37.59,1
137.95,37.09,1
137.59,36.52,1
137.16,35.98,1
136.67,35.46,1
136.30,34.90,1
135.74,34.42,1
135.35,33.86,1
134.86,33.35,1
134.56,32.75,1
134.16,32.20,1
133.59,31.73,1
133.01,31.27,1
132.41,31.00,1
131.82,30.61,1
131.22,30.30,1
130.60,30.15,1
129.95,29.96,1
129.31,29.94,1
128.78,29.92,1
128.14,29.73,1
127.52,29.68,1
126.88,29.50,1
126.25,29.45,1
125.63,29.42,1
125.02,29.29,1
124.49,29.36,1
123.87,29.38,1
123.40,29.69,1
122.94,30.08,1
122.47,30.45,1
122.03,30.87,1
121.69,31.43,1
121.29,31.74,1
120.88,32.05,1
120.52,32.62,1
120.15,33.11,1
119.75,33.51,1
119.33,33.84,1
118.98,34.41,1
119.10,34.85,1
118.97,35.36,1
118.78,35.96,1
118.58,36.57,1
118.48,37.19,1
118.16,37.79,1
117.96,38.40,1
117.89,39.03,1
117.87,39.52,1
117.86,39.99,1
118.14,40.45,1
118.34,40.90,1
118.51,41.46,1
118.64,41.94,1
118.69,42.47,1
118.59,43.10,1
118.48,43.74,1
118.49,44.29,1
118.63,44.85,1
118.76,45.42,1
118.75,45.98,1
118.93,46.51,1
119.14,46.92,1
119.21,47.52,1
119.41,47.94,1
119.67,48.41,1
119.98,48.86,1
120.19,49.36,1
120.45,49.84,1
120.69,50.33,1
120.94,50.81,1
121.17,51.30,1
121.61,51.67,1
122.05,52.04,1
122.51,52.14,1
122.94,52.52,1
123.37,52.91,1
123.87,53.14,1
124.31,53.48,1
124.84,53.67,1
125.29,53.80,1
125.70,54.20,1
126.22,54.41,1
126.62,54.82,1
127.09,55.11,1
127.61,55.30,1
128.15,55.48,1
128.70,55.43,1
129.32,55.47,1
129.97,55.44,1
130.59,55.29,1
131.07,55.24,1
131.55,55.32,1
132.09,55.21,1
132.65,55.10,1
133.15,54.93,1
133.65,54.40,0
134.11,53.83,0
134.56,53.27,0
134.83,53.43,1
134.30,53.91,1
133.84,54.43,1
133.48,55.00,1
133.16,55.59,1
132.77,56.16,1
132.25,56.68,1
131.87,57.26,1
131.48,57.85,1
131.54,58.10,1
132.15,57.80,1
132.68,57.65,1
133.31,57.44,1
133.77,57.48,1
134.29,57.27,1
134.89,56.97,1
135.40,56.76,1
135.91,56.56,1
136.42,56.36,1
136.92,56.16,1
137.52,55.90,1
138.11,55.64,1
137.77,55.98,0
137.25,56.47,0
136.72,56.97,0
136.22,57.18,1
136.51,57.67,1
136.87,58.16,1
137.25,58.52,1
137.72,58.74,1
138.22,59.01,1
138.77,59.21,1
139.34,59.38,1
139.86,59.63,1
140.36,59.79,1
140.90,59.79,1
141.41,59.66,1
142.01,59.44,1
142.61,59.23,1
142.99,58.88,0
143.15,58.22,0
143.29,57.57,0
143.33,57.42,1
142.91,57.84,1
143.26,58.37,1
143.61,58.90,1
143.95,59.44,1
144.28,59.97,1
144.61,60.51,1
145.06,60.89,1
145.48,61.15,1
146.02,61.39,1
146.54,61.52,1
146.92,61.80,1
147.13,61.25,1
147.28,60.71,1
147.46,60.07,1
147.57,59.53,1
147.23,58.97,1
147.09,58.38,1
146.96,57.80,1
146.83,57.29,1
146.75,57.06,1
147.30,56.70,1
147.74,56.32,1
147.91,55.77,1
148.03,55.13,1
148.14,54.49,1
148.34,54.02,1
148.04,53.45,1
147.96,52.84,1
147.82,52.33,1
147.67,51.83,1
147.52,51.32,1
147.36,50.82,1
147.20,50.32,1
146.97,49.80,1
146.60,49.26,1
146.16,48.70,1
145.72,48.15,1
145.23,47.65,0
144.63,47.28,0
144.04,46.91,0
143.44,46.55,0
142.84,46.20,0
142.24,45.85,0
141.68,45.52,1
