122.44,38.67,1
122.29,37.99,1
122.26,37.12,1
122.29,36.46,1
122.43,35.73,1
122.89,34.96,1
123.52,34.37,1
124.07,33.87,1
124.74,33.55,1
125.29,33.06,1
126.01,32.85,1
125.97,32.28,1
125.36,31.65,1
124.75,31.02,1
123.99,31.07,1
123.29,31.36,1
122.66,31.88,1
121.98,32.36,1
121.38,32.97,1
120.88,33.74,1
120.57,34.55,1
120.08,35.34,1
120.21,36.11,1
120.33,36.89,1
120.45,37.77,1
120.56,38.65,1
120.78,39.45,1
120.59,40.30,1
120.52,41.17,1
120.30,42.02,1
120.21,42.79,1
119.96,43.65,1
119.62,44.53,1
119.38,45.45,1
118.99,46.33,1
118.45,47.22,1
117.76,48.07,1
117.03,48.93,1
116.29,49.81,1
116.00,50.62,1
115.50,51.54,1
115.09,52.51,1
114.68,53.46,1
114.54,54.41,1
114.53,55.07,1
114.21,56.05,1
113.78,57.10,1
113.52,58.10,1
113.61,58.92,1
113.85,59.64,1
114.06,60.39,1
114.28,61.12,1
114.59,61.77,1
115.08,62.28,1
115.40,62.91,1
116.10,63.12,1
116.77,63.42,1
117.27,63.93,1
117.94,64.23,1
118.59,64.51,1
119.52,64.38,1
120.35,64.31,1
121.19,64.26,1
121.96,64.14,1
122.72,63.84,1
123.38,63.83,1
124.25,63.79,1
125.11,63.63,1
125.90,63.74,1
126.74,63.61,1
127.68,63.50,1
128.53,63.53,1
129.27,63.72,1
129.97,63.98,1
130.59,64.05,1
131.34,64.23,1
132.16,64.32,1
132.89,64.60,1
133.66,64.82,1
134.46,64.94,1
135.27,65.08,1
136.17,65.09,1
136.96,65.11,1
137.74,65.15,1
138.62,65.01,1
139.50,64.85,1
140.39,64.70,1
141.15,64.46,1
142.00,64.15,1
142.84,63.71,1
143.69,63.53,1
144.52,63.19,1
145.37,63.06,1
146.24,62.92,1
147.05,62.42,1
147.85,61.93,1
148.65,61.45,1
149.44,60.99,1
150.23,60.53,1
151.02,60.09,1
151.80,59.66,1
152.42,59.11,1
153.04,58.56,1
153.81,58.16,1
154.64,57.95,1
155.41,57.56,1
155.96,57.10,1
156.25,56.35,1
156.64,55.64,1
156.94,54.86,1
157.35,54.18,1
157.88,53.63,1
158.12,52.98,1
158.23,52.22,1
158.38,51.46,1
158.29,50.59,1
158.23,49.71,1
158.30,48.94,1
158.19,48.05,1
157.54,47.16,1
156.88,46.27,1
156.40,45.38,1
155.72,44.49,1
155.02,43.61,1
154.24,42.89,1
153.34,42.39,1
152.45,41.97,1
151.56,41.56,1
150.65,41.13,1
149.70,40.88,1
148.76,40.67,1
147.94,40.69,1
147.10,40.54,1
146.23,40.49,1
145.43,40.61,1
144.73,40.94,1
144.03,41.28,1
143.24,41.44,1
142.50,41.71,1
141.75,41.75,1
141.09,41.76,1
140.31,41.73,1
139.59,42.08,1
138.97,42.39,1
138.27,42.36,1
137.77,42.64,0
138.57,43.14,0
139.37,43.65,0
140.16,44.18,0
140.95,44.71,0
141.73,45.26,0
142.51,45.81,0
143.29,46.38,0
144.06,46.95,0
144.83,47.54,0
145.59,48.13,0
146.35,48.73,0
147.10,49.34,0
147.85,49.97,0
148.59,50.60,0
149.33,51.24,0
149.02,51.49,1
148.20,51.35,1
147.30,51.26,1
146.41,51.15,1
145.54,51.07,1
144.71,51.17,1
143.82,51.16,1
143.00,51.30,1
142.14,51.32,1
141.39,51.36,1
140.63,51.41,1
139.80,51.41,1
139.02,51.34,1
139.12,52.06,0
139.30,52.94,0
139.34,53.56,1
138.80,52.87,1
138.59,52.01,1
138.22,51.27,1
138.03,50.46,1
137.73,49.67,1
137.41,48.90,1
137.19,48.09,1
136.79,47.36,1
136.60,46.64,1
136.16,45.91,1
135.78,45.13,1
135.81,44.45,1
136.16,43.70,1
136.39,42.91,1
136.67,42.13,1
136.83,41.30,1
137.17,40.56,1
137.23,39.71,1
137.28,38.86,1
137.31,38.00,1
137.34,37.26,1
137.04,36.39,1
136.74,35.52,1
136.29,34.68,1
136.11,33.76,1
135.93,32.83,1
135.72,31.90,1
135.64,30.99,1
135.41,30.05,1
135.29,29.14,1
135.16,28.22,1
134.88,27.27,1
134.46,26.34,1
134.30,25.44,1
134.42,24.65,1
134.07,23.96,0
133.19,23.29,0
132.32,22.62,0
131.44,21.97,0
130.55,21.32,0
129.66,20.69,0
128.78,20.07,0
127.88,19.47,0
126.99,18.87,0
126.10,18.29,0
125.44,17.68,1
125.84,18.12,1
126.50,18.86,1
127.01,19.72,1
127.41,20.66,1
127.89,21.52,1
128.22,22.35,1
128.68,23.21,1
128.87,24.10,1
129.05,24.99,1
129.24,25.91,1
129.24,26.75,1
129.02,27.52,1
128.79,28.30,1
128.62,29.09,1
128.30,29.84,1
128.10,30.53,1
127.83,31.30,1
127.55,32.07,1
127.46,32.90,1
127.22,33.69,1
127.04,34.49,1
126.72,35.27,1
126.32,36.03,1
126.04,36.82,1
125.69,37.60,1
125.32,38.38,1
125.00,39.08,1
124.70,39.77,1
124.74,40.56,1
124.67,41.42,1
124.58,42.18,1
124.49,43.05,1
124.27,43.90,1
124.12,44.77,1
124.12,45.56,1
124.25,46.28,1
124.62,46.85,1
124.99,47.42,1
125.34,48.00,1
125.77,48.65,1
126.49,49.02,1
126.86,48.12,0
127.21,47.22,0
127.54,46.32,0
127.86,45.43,0
128.17,44.54,0
128.46,43.65,0
128.74,42.77,0
129.01,41.89,0
128.49,42.16,1
128.04,42.95,1
127.94,43.85,1
127.82,44.72,1
127.68,45.48,1
127.54,46.34,1
127.25,47.18,1
127.05,47.86,1
126.91,48.61,1
126.99,49.34,1
127.04,50.09,1
127.11,50.92,1
127.62,51.53,1
128.20,52.10,1
128.80,52.41,1
129.47,52.80,1
130.17,52.94,1
130.95,53.22,1
131.21,53.06,1
131.10,53.59,1
130.85,54.36,1
130.49,55.10,1
130.17,55.78,1
129.54,56.54,0
128.96,57.44,0
128.36,58.34,0
127.75,59.26,0
128.06,59.48,1
128.79,59.69,1
129.49,60.03,1
130.14,60.37,1
130.79,60.72,1
131.51,60.97,1
131.98,61.59,1
132.85,61.68,0
133.70,61.84,0
134.54,62.00,0
135.37,62.18,0
136.20,62.37,0
137.03,62.58,0
137.85,62.79,0
138.67,63.02,0
138.87,63.40,1
138.09,63.37,1
137.19,63.33,1
136.31,63.44,1
135.55,63.38,1
134.90,63.01,1
134.28,62.61,1
133.70,62.15,1
133.12,61.69,1
132.53,61.24,1
132.07,60.59,1
131.59,59.96,1
131.32,59.24,1
131.24,58.43,1
131.13,57.60,1
130.98,56.87,1
131.04,56.14,1
131.30,55.47,1
131.31,54.82,1
131.41,54.12,1
131.46,53.28,1
131.64,52.50,1
131.48,51.70,1
131.32,50.87,1
131.25,50.14,1
130.99,49.38,1
130.92,48.75,1
130.99,48.02,1
130.88,47.39,1
130.76,46.76,1
130.66,46.05,1
130.34,45.29,1
130.02,45.42,0
129.54,46.24,0
129.05,47.06,0
128.55,47.90,0
128.03,48.73,0
127.50,49.58,0
127.04,50.12,1
126.24,49.92,1
125.45,49.71,1
124.59,49.58,1
123.71,49.63,1
122.77,49.82,1
121.94,50.33,1
121.19,50.44,1
